drug_id,caco2,caco2_probability,bbb,bbb_probability,hia,hia_probability,p_glycoprotein_substrate,p_glycoprotein_substrate_probability,p_glycoprotein_inhibitor_1,p_glycoprotein_inhibitor_1_probability,p_glycoprotein_inhibitor_2,p_glycoprotein_inhibitor_2_probability,renal_organic_cation_transporter,renal_organic_cation_transporter_probability,cyp450_2c9_substrate,cyp450_2c9_substrate_probability,cyp450_2d6_substrate,cyp450_2d6_substrate_probability,cyp450_3a4_substrate,cyp450_3a4_substrate_probability,cyp450_1a2_substrate,cyp450_1a2_substrate_probability,cyp450_2c9_inhibitor,cyp450_2c9_inhibitor_probability,cyp450_2d6_inhibitor,cyp450_2d6_inhibitor_probability,cyp450_2c19_inhibitor,cyp450_2c19_inhibitor_probability,cyp450_3a4_inhibitor,cyp450_3a4_inhibitor_probability,cyp_inhibitory_promiscuity,cyp_inhibitory_promiscuity_probability,herg_inhibitor_1,herg_inhibitor_1_probability,herg_inhibitor_2,herg_inhibitor_2_probability,ames_toxicity,ames_toxicity_probability,carcinogenicity,carcinogenicity_probability,biodegradation,biodegradation_probability,rat_acute_toxicity
159,1,0.7735,1,0.9314,1,0.9896,Non-substrate,0.6766,Non-inhibitor,0.9499,Non-inhibitor,0.9025,Non-inhibitor,0.9311,Non-substrate,0.7735,Non-substrate,0.9081,Non-substrate,0.6884,Inhibitor,0.6915,Non-inhibitor,0.8798,Non-inhibitor,0.9631,Non-inhibitor,0.9638,Non-inhibitor,0.9465,Low CYP Inhibitory Promiscuity,0.9426,Weak inhibitor,0.8818,Non-inhibitor,0.9315,Non AMES toxic,0.9132,Non-carcinogens,0.6502,Ready biodegradable,0.7808,1.4499
161,0,0.8768,1,0.5852,1,0.9527,Non-substrate,0.7977,Non-inhibitor,0.9872,Non-inhibitor,0.9955,Non-inhibitor,0.9679,Non-substrate,0.8395,Non-substrate,0.873,Non-substrate,0.7576,Non-inhibitor,0.8276,Non-inhibitor,0.9523,Non-inhibitor,0.9583,Non-inhibitor,0.9722,Non-inhibitor,0.9359,Low CYP Inhibitory Promiscuity,0.9916,Weak inhibitor,0.9943,Non-inhibitor,0.9795,Non AMES toxic,0.9132,Non-carcinogens,0.5785,Ready biodegradable,0.646,1.4765
162,1,0.7272,1,0.9665,1,0.9938,Non-substrate,0.5939,Non-inhibitor,0.8205,Non-inhibitor,0.5631,Non-inhibitor,0.7646,Non-substrate,0.8193,Non-substrate,0.8324,Substrate,0.5522,Non-inhibitor,0.9045,Non-inhibitor,0.907,Non-inhibitor,0.923,Non-inhibitor,0.9026,Non-inhibitor,0.842,Low CYP Inhibitory Promiscuity,0.7388,Weak inhibitor,0.8563,Non-inhibitor,0.8853,AMES toxic,0.6952,Non-carcinogens,0.7004,Ready biodegradable,0.5504,2.1249
163,1,0.8484,1,0.9767,1,0.9795,Substrate,0.7189,Non-inhibitor,0.7598,Inhibitor,0.7802,Non-inhibitor,0.7882,Non-substrate,0.6949,Non-substrate,0.7813,Substrate,0.7533,Non-inhibitor,0.8122,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.7762,Weak inhibitor,0.7192,Non-inhibitor,0.6449,Non AMES toxic,0.9132,Non-carcinogens,0.8813,Not ready biodegradable,0.9965,2.1598
165,0,0.8958,1,0.6889,1,0.9728,Non-substrate,0.5579,Non-inhibitor,0.9723,Non-inhibitor,0.9221,Non-inhibitor,0.8177,Non-substrate,0.7386,Non-substrate,0.781,Non-substrate,0.7104,Non-inhibitor,0.9046,Non-inhibitor,0.9071,Non-inhibitor,0.923,Non-inhibitor,0.9025,Non-inhibitor,0.8648,Low CYP Inhibitory Promiscuity,0.695,Weak inhibitor,0.8454,Non-inhibitor,0.8734,Non AMES toxic,0.9133,Non-carcinogens,0.9418,Not ready biodegradable,0.5678,1.6573
166,0,0.5385,1,0.9749,1,0.9695,Non-substrate,0.7248,Non-inhibitor,0.9526,Non-inhibitor,0.9856,Non-inhibitor,0.8373,Non-substrate,0.7961,Non-substrate,0.8334,Non-substrate,0.7346,Non-inhibitor,0.9046,Non-inhibitor,0.9071,Non-inhibitor,0.9232,Non-inhibitor,0.9025,Non-inhibitor,0.9365,Low CYP Inhibitory Promiscuity,0.9301,Weak inhibitor,0.9452,Non-inhibitor,0.9451,Non AMES toxic,0.9133,Non-carcinogens,0.8721,Ready biodegradable,0.7788,2.2921
167,0,0.7966,1,0.78,1,0.9677,Non-substrate,0.7385,Non-inhibitor,0.9825,Non-inhibitor,0.9739,Non-inhibitor,0.9696,Non-substrate,0.8513,Non-substrate,0.8372,Non-substrate,0.7827,Non-inhibitor,0.8536,Non-inhibitor,0.8762,Non-inhibitor,0.9,Non-inhibitor,0.9386,Non-inhibitor,0.9155,Low CYP Inhibitory Promiscuity,0.97,Weak inhibitor,0.9921,Non-inhibitor,0.9735,Non AMES toxic,0.903,Non-carcinogens,0.632,Ready biodegradable,0.5166,1.5846
168,0,0.8956,0,0.5562,0,0.8218,Substrate,0.5137,Non-inhibitor,0.9286,Non-inhibitor,0.9772,Non-inhibitor,0.9573,Non-substrate,0.833,Non-substrate,0.8474,Non-substrate,0.6928,Non-inhibitor,0.8972,Non-inhibitor,0.894,Non-inhibitor,0.9549,Non-inhibitor,0.9484,Non-inhibitor,0.9437,Low CYP Inhibitory Promiscuity,0.9792,Weak inhibitor,0.9948,Non-inhibitor,0.9467,Non AMES toxic,0.7963,Non-carcinogens,0.9284,Not ready biodegradable,0.7073,1.6896
169,1,0.8342,1,0.959,1,1.0,Substrate,0.6706,Inhibitor,0.7603,Non-inhibitor,0.5346,Non-inhibitor,0.7818,Non-substrate,0.8384,Non-substrate,0.9116,Substrate,0.7302,Non-inhibitor,0.9256,Non-inhibitor,0.9071,Non-inhibitor,0.9551,Non-inhibitor,0.9026,Non-inhibitor,0.7881,Low CYP Inhibitory Promiscuity,0.7093,Weak inhibitor,0.773,Non-inhibitor,0.7589,Non AMES toxic,0.9132,Non-carcinogens,0.921,Not ready biodegradable,0.9878,3.931
170,1,0.8641,1,0.8265,1,1.0,Non-substrate,0.5245,Inhibitor,0.7375,Non-inhibitor,0.8743,Non-inhibitor,0.8027,Non-substrate,0.7596,Non-substrate,0.8924,Non-substrate,0.5705,Inhibitor,0.934,Inhibitor,0.9165,Inhibitor,0.7999,Inhibitor,0.8994,Non-inhibitor,0.7529,High CYP Inhibitory Promiscuity,0.8612,Weak inhibitor,0.778,Non-inhibitor,0.8734,AMES toxic,0.9108,Non-carcinogens,0.9137,Not ready biodegradable,0.7581,2.7195
171,0,0.7475,1,0.9035,0,0.8672,Non-substrate,0.6692,Non-inhibitor,0.8983,Non-inhibitor,0.9763,Non-inhibitor,0.9571,Non-substrate,0.8379,Non-substrate,0.8363,Non-substrate,0.5673,Non-inhibitor,0.8908,Non-inhibitor,0.9403,Non-inhibitor,0.9005,Non-inhibitor,0.9352,Non-inhibitor,0.9375,Low CYP Inhibitory Promiscuity,0.976,Weak inhibitor,0.9727,Non-inhibitor,0.8159,Non AMES toxic,0.8933,Non-carcinogens,0.9165,Not ready biodegradable,0.9645,2.5022
172,0,0.6216,1,0.9245,1,0.9755,Non-substrate,0.5641,Non-inhibitor,0.9938,Non-inhibitor,0.9819,Non-inhibitor,0.8047,Non-substrate,0.8458,Non-substrate,0.7439,Non-substrate,0.7563,Non-inhibitor,0.9045,Non-inhibitor,0.9627,Non-inhibitor,0.9595,Non-inhibitor,0.9656,Non-inhibitor,0.992,Low CYP Inhibitory Promiscuity,0.9918,Weak inhibitor,0.9555,Non-inhibitor,0.9506,Non AMES toxic,0.8927,Non-carcinogens,0.9574,Ready biodegradable,0.9077,2.0201
173,0,0.5225,1,0.9395,1,0.9733,Non-substrate,0.6835,Non-inhibitor,0.98,Non-inhibitor,0.9805,Non-inhibitor,0.8573,Non-substrate,0.9144,Non-substrate,0.8966,Non-substrate,0.7957,Non-inhibitor,0.6459,Non-inhibitor,0.9567,Non-inhibitor,0.988,Non-inhibitor,0.9441,Non-inhibitor,0.9246,Low CYP Inhibitory Promiscuity,0.9024,Weak inhibitor,0.9646,Non-inhibitor,0.906,AMES toxic,0.6746,Non-carcinogens,0.9197,Not ready biodegradable,0.9857,2.4381
174,0,0.8457,1,0.8465,1,0.5517,Non-substrate,0.8088,Non-inhibitor,0.9513,Non-inhibitor,0.9935,Non-inhibitor,0.9753,Non-substrate,0.8403,Non-substrate,0.8337,Non-substrate,0.7705,Non-inhibitor,0.9617,Non-inhibitor,0.9717,Non-inhibitor,0.9669,Non-inhibitor,0.9763,Non-inhibitor,0.9079,Low CYP Inhibitory Promiscuity,0.9922,Weak inhibitor,0.9979,Non-inhibitor,0.9786,Non AMES toxic,0.6386,Non-carcinogens,0.8619,Ready biodegradable,0.8549,1.4003
176,0,0.5149,1,0.9775,1,1.0,Substrate,0.6079,Inhibitor,0.7883,Non-inhibitor,0.8382,Non-inhibitor,0.5325,Non-substrate,0.8595,Substrate,0.8919,Non-substrate,0.6723,Inhibitor,0.9107,Inhibitor,0.8949,Inhibitor,0.8932,Inhibitor,0.8994,Inhibitor,0.7959,Low CYP Inhibitory Promiscuity,0.8481,Weak inhibitor,0.8427,Inhibitor,0.7995,Non AMES toxic,0.5,Non-carcinogens,0.637,Not ready biodegradable,1.0,2.6997
177,0,0.6912,0,0.8032,1,0.9956,Substrate,0.685,Non-inhibitor,0.5548,Non-inhibitor,0.5966,Non-inhibitor,0.8646,Non-substrate,0.7722,Non-substrate,0.9116,Non-substrate,0.5073,Non-inhibitor,0.8707,Non-inhibitor,0.5398,Non-inhibitor,0.8816,Inhibitor,0.5539,Non-inhibitor,0.5521,High CYP Inhibitory Promiscuity,0.5618,Weak inhibitor,0.9766,Non-inhibitor,0.7388,Non AMES toxic,0.6384,Non-carcinogens,0.645,Not ready biodegradable,1.0,2.6518
178,0,0.8491,0,0.8726,1,0.9159,Substrate,0.7263,Non-inhibitor,0.7002,Inhibitor,0.6295,Non-inhibitor,0.8869,Non-substrate,0.8541,Non-substrate,0.8969,Non-substrate,0.5082,Non-inhibitor,0.9045,Non-inhibitor,0.907,Non-inhibitor,0.9304,Non-inhibitor,0.9025,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.5691,Weak inhibitor,0.98,Non-inhibitor,0.7901,Non AMES toxic,0.9108,Non-carcinogens,0.9267,Not ready biodegradable,0.8903,1.6732
179,1,0.6215,0,0.5361,1,0.935,Substrate,0.6654,Non-inhibitor,0.9519,Non-inhibitor,0.9144,Non-inhibitor,0.886,Non-substrate,0.7194,Non-substrate,0.8261,Non-substrate,0.5171,Inhibitor,0.9107,Inhibitor,0.8891,Inhibitor,0.8262,Inhibitor,0.8628,Non-inhibitor,0.5833,High CYP Inhibitory Promiscuity,0.5322,Weak inhibitor,0.9462,Non-inhibitor,0.6288,Non AMES toxic,0.9132,Non-carcinogens,0.8614,Not ready biodegradable,0.9632,2.1491
180,1,0.5,1,0.9683,1,0.9865,Substrate,0.7912,Non-inhibitor,0.5674,Non-inhibitor,0.8383,Non-inhibitor,0.8304,Non-substrate,0.8679,Non-substrate,0.8856,Substrate,0.6964,Non-inhibitor,0.9327,Non-inhibitor,0.9394,Non-inhibitor,0.9559,Non-inhibitor,0.9311,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.8806,Weak inhibitor,0.9838,Non-inhibitor,0.671,Non AMES toxic,0.7682,Non-carcinogens,0.9174,Not ready biodegradable,1.0,2.7033
181,1,0.5668,1,0.9339,1,0.978,Non-substrate,0.7373,Non-inhibitor,0.9825,Non-inhibitor,0.9842,Non-inhibitor,0.8435,Non-substrate,0.8746,Non-substrate,0.8426,Non-substrate,0.7618,Non-inhibitor,0.9046,Non-inhibitor,0.9071,Non-inhibitor,0.736,Non-inhibitor,0.8215,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.9204,Weak inhibitor,0.9478,Non-inhibitor,0.8578,Non AMES toxic,0.8621,Non-carcinogens,0.7401,Not ready biodegradable,0.7362,3.1364
182,1,0.8395,1,0.9565,1,0.9972,Non-substrate,0.7379,Non-inhibitor,0.9519,Non-inhibitor,0.9859,Non-inhibitor,0.8002,Non-substrate,0.8114,Substrate,0.8919,Non-substrate,0.795,Non-inhibitor,0.5697,Non-inhibitor,0.9313,Inhibitor,0.657,Non-inhibitor,0.8445,Non-inhibitor,0.8709,Low CYP Inhibitory Promiscuity,0.8732,Weak inhibitor,0.9452,Non-inhibitor,0.9231,Non AMES toxic,0.93,Non-carcinogens,0.6869,Not ready biodegradable,0.6575,3.2491
183,0,0.7803,0,0.8889,1,0.9781,Substrate,0.8173,Inhibitor,0.5349,Non-inhibitor,0.8697,Non-inhibitor,0.8741,Non-substrate,0.7942,Non-substrate,0.7192,Substrate,0.5854,Non-inhibitor,0.7808,Non-inhibitor,0.6841,Non-inhibitor,0.8705,Non-inhibitor,0.6693,Non-inhibitor,0.7511,Low CYP Inhibitory Promiscuity,0.7453,Weak inhibitor,0.9773,Inhibitor,0.5659,Non AMES toxic,0.7568,Non-carcinogens,0.9366,Not ready biodegradable,0.9946,3.2696
184,1,0.8867,1,0.9748,1,1.0,Substrate,0.5,Non-inhibitor,0.8998,Non-inhibitor,0.9368,Inhibitor,0.6868,Non-substrate,0.7998,Substrate,0.8918,Non-substrate,0.5,Non-inhibitor,0.6347,Non-inhibitor,0.8433,Non-inhibitor,0.8838,Non-inhibitor,0.8543,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.7589,Weak inhibitor,0.8851,Non-inhibitor,0.7978,Non AMES toxic,0.9133,Non-carcinogens,0.9626,Not ready biodegradable,0.9478,3.4798
185,1,0.6465,1,0.9823,1,0.9899,Substrate,0.7063,Non-inhibitor,0.6941,Non-inhibitor,0.9434,Inhibitor,0.6934,Non-substrate,0.8083,Substrate,0.8918,Substrate,0.5719,Non-inhibitor,0.8634,Non-inhibitor,0.9047,Non-inhibitor,0.6012,Non-inhibitor,0.7312,Non-inhibitor,0.9154,Low CYP Inhibitory Promiscuity,0.7686,Weak inhibitor,0.6383,Non-inhibitor,0.8469,Non AMES toxic,0.7969,Non-carcinogens,0.9054,Not ready biodegradable,0.9942,2.7785
186,1,0.8867,1,0.9641,1,0.9826,Substrate,0.517,Non-inhibitor,0.8866,Non-inhibitor,0.9167,Non-inhibitor,0.8812,Non-substrate,0.7692,Non-substrate,0.8685,Substrate,0.5631,Inhibitor,0.8262,Non-inhibitor,0.5063,Non-inhibitor,0.8445,Inhibitor,0.5065,Non-inhibitor,0.6563,Low CYP Inhibitory Promiscuity,0.6407,Weak inhibitor,0.999,Non-inhibitor,0.8734,Non AMES toxic,0.9133,Non-carcinogens,0.7711,Not ready biodegradable,1.0,1.8229
187,1,0.5,0,0.9645,1,0.7023,Substrate,0.6511,Non-inhibitor,0.8625,Non-inhibitor,0.7171,Non-inhibitor,0.8605,Non-substrate,0.8124,Substrate,0.663,Non-substrate,0.5869,Non-inhibitor,0.864,Non-inhibitor,0.8789,Non-inhibitor,0.8806,Non-inhibitor,0.9585,Non-inhibitor,0.8495,Low CYP Inhibitory Promiscuity,0.9761,Weak inhibitor,0.9556,Non-inhibitor,0.774,Non AMES toxic,0.9066,Non-carcinogens,0.9519,Not ready biodegradable,0.6493,1.9194
188,0,0.6576,0,0.6533,0,0.6935,Substrate,0.5909,Non-inhibitor,0.785,Non-inhibitor,1.0,Non-inhibitor,0.9445,Non-substrate,0.7145,Substrate,0.8918,Non-substrate,0.5209,Non-inhibitor,0.855,Non-inhibitor,0.8267,Non-inhibitor,0.9304,Non-inhibitor,0.8108,Non-inhibitor,0.7308,Low CYP Inhibitory Promiscuity,0.9604,Weak inhibitor,0.9936,Non-inhibitor,0.8593,Non AMES toxic,0.7439,Non-carcinogens,0.8064,Not ready biodegradable,0.9943,2.4537
189,1,0.646,1,0.9685,1,0.9965,Non-substrate,0.743,Non-inhibitor,0.9023,Non-inhibitor,0.9672,Non-inhibitor,0.9589,Non-substrate,0.7267,Non-substrate,0.9,Non-substrate,0.6176,Non-inhibitor,0.5224,Non-inhibitor,0.6241,Non-inhibitor,0.9316,Inhibitor,0.5539,Non-inhibitor,0.7814,Low CYP Inhibitory Promiscuity,0.7382,Weak inhibitor,0.9406,Non-inhibitor,0.9289,AMES toxic,0.867,Carcinogens ,0.8102,Not ready biodegradable,0.9614,2.7881
190,0,0.7517,0,0.9659,1,0.8638,Substrate,0.5584,Non-inhibitor,0.9619,Non-inhibitor,0.9952,Non-inhibitor,0.9484,Non-substrate,0.7843,Non-substrate,0.8017,Non-substrate,0.6267,Inhibitor,0.9106,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.8308,Low CYP Inhibitory Promiscuity,0.9615,Weak inhibitor,0.9868,Non-inhibitor,0.9413,AMES toxic,0.9107,Non-carcinogens,0.7848,Not ready biodegradable,0.9741,2.052
191,1,0.7688,1,0.959,1,0.9964,Non-substrate,0.6477,Non-inhibitor,0.934,Non-inhibitor,0.9801,Non-inhibitor,0.8236,Non-substrate,0.8411,Substrate,0.7204,Non-substrate,0.6493,Non-inhibitor,0.7962,Non-inhibitor,0.8861,Inhibitor,0.7825,Non-inhibitor,0.8996,Non-inhibitor,0.7348,Low CYP Inhibitory Promiscuity,0.8782,Weak inhibitor,0.9867,Non-inhibitor,0.8734,Non AMES toxic,0.9681,Non-carcinogens,0.6949,Not ready biodegradable,0.9303,2.84
192,1,0.5527,1,0.994,1,0.9955,Substrate,0.7322,Non-inhibitor,0.7405,Non-inhibitor,0.8525,Non-inhibitor,0.6101,Non-substrate,0.8006,Non-substrate,0.6619,Substrate,0.5911,Inhibitor,0.5715,Non-inhibitor,0.6947,Non-inhibitor,0.6213,Inhibitor,0.5978,Non-inhibitor,0.5383,High CYP Inhibitory Promiscuity,0.6169,Weak inhibitor,0.9977,Inhibitor,0.6032,Non AMES toxic,0.822,Non-carcinogens,0.8477,Not ready biodegradable,0.9814,2.3529
193,1,0.8866,1,0.9382,1,0.9924,Substrate,0.6283,Inhibitor,0.7807,Inhibitor,0.9589,Non-inhibitor,0.6398,Non-substrate,0.7678,Substrate,0.8919,Substrate,0.7726,Non-inhibitor,0.7136,Non-inhibitor,0.704,Inhibitor,0.6566,Non-inhibitor,0.6841,Non-inhibitor,0.6256,Low CYP Inhibitory Promiscuity,0.7832,Weak inhibitor,0.6136,Inhibitor,0.7098,Non AMES toxic,0.7899,Non-carcinogens,0.6663,Not ready biodegradable,0.9975,3.0316
194,0,0.8957,1,0.9383,1,0.9227,Non-substrate,0.7026,Non-inhibitor,0.966,Non-inhibitor,0.9533,Non-inhibitor,0.9444,Non-substrate,0.8639,Non-substrate,0.8349,Non-substrate,0.5866,Non-inhibitor,0.9667,Non-inhibitor,0.9595,Non-inhibitor,0.977,Non-inhibitor,0.9514,Non-inhibitor,0.962,Low CYP Inhibitory Promiscuity,0.9701,Weak inhibitor,0.989,Non-inhibitor,0.9102,Non AMES toxic,0.9133,Non-carcinogens,0.9182,Not ready biodegradable,0.9738,1.9715
195,1,0.8866,0,0.8906,1,0.9903,Substrate,0.7683,Non-inhibitor,0.7967,Non-inhibitor,0.8547,Non-inhibitor,0.8206,Non-substrate,0.8106,Substrate,0.8918,Non-substrate,0.7221,Inhibitor,0.8972,Inhibitor,0.5241,Non-inhibitor,0.9231,Non-inhibitor,0.9249,Non-inhibitor,0.9647,Low CYP Inhibitory Promiscuity,0.9741,Weak inhibitor,0.7663,Non-inhibitor,0.7498,Non AMES toxic,0.8765,Non-carcinogens,0.9304,Not ready biodegradable,0.9395,2.162
196,1,0.8867,1,0.9382,1,0.9894,Non-substrate,0.6008,Non-inhibitor,0.8782,Non-inhibitor,0.9004,Non-inhibitor,0.6461,Non-substrate,0.7898,Non-substrate,0.9116,Non-substrate,0.565,Non-inhibitor,0.6312,Non-inhibitor,0.5497,Non-inhibitor,0.809,Inhibitor,0.532,Non-inhibitor,0.8196,Low CYP Inhibitory Promiscuity,0.524,Weak inhibitor,0.8229,Non-inhibitor,0.6614,Non AMES toxic,0.548,Non-carcinogens,0.7298,Not ready biodegradable,1.0,2.4136
197,0,0.6915,1,0.8183,1,0.868,Substrate,0.7514,Non-inhibitor,0.7854,Non-inhibitor,0.7015,Non-inhibitor,0.861,Non-substrate,0.8329,Substrate,0.8919,Substrate,0.7408,Non-inhibitor,0.5726,Non-inhibitor,0.6843,Non-inhibitor,0.9266,Non-inhibitor,0.6359,Non-inhibitor,0.5517,Low CYP Inhibitory Promiscuity,0.5121,Weak inhibitor,0.9911,Non-inhibitor,0.6643,Non AMES toxic,0.584,Non-carcinogens,0.9211,Not ready biodegradable,0.9881,1.9768
198,0,0.702,0,0.9535,1,0.9156,Substrate,0.5919,Non-inhibitor,0.5415,Non-inhibitor,0.9771,Non-inhibitor,0.9429,Non-substrate,0.9083,Non-substrate,0.8276,Substrate,0.5283,Non-inhibitor,0.8367,Non-inhibitor,0.8774,Non-inhibitor,0.9174,Non-inhibitor,0.6677,Non-inhibitor,0.8364,Low CYP Inhibitory Promiscuity,0.8682,Weak inhibitor,0.9826,Non-inhibitor,0.9464,Non AMES toxic,0.6907,Non-carcinogens,0.8863,Not ready biodegradable,0.6191,2.2695
199,0,0.8957,0,0.9889,1,0.5114,Substrate,0.8098,Inhibitor,0.8564,Non-inhibitor,0.5963,Non-inhibitor,0.9222,Non-substrate,0.7898,Non-substrate,0.9225,Substrate,0.6528,Non-inhibitor,0.9045,Non-inhibitor,0.907,Non-inhibitor,0.923,Non-inhibitor,0.9074,Non-inhibitor,0.5744,Low CYP Inhibitory Promiscuity,0.9391,Weak inhibitor,0.9902,Non-inhibitor,0.8956,Non AMES toxic,0.9133,Non-carcinogens,0.9335,Not ready biodegradable,1.0,2.2296
200,0,0.6447,0,0.712,1,0.6922,Substrate,0.8579,Non-inhibitor,0.6643,Inhibitor,0.5,Non-inhibitor,0.9054,Non-substrate,0.8081,Non-substrate,0.8083,Substrate,0.6458,Non-inhibitor,0.8778,Non-inhibitor,0.8836,Non-inhibitor,0.8717,Non-inhibitor,0.709,Inhibitor,0.5841,Low CYP Inhibitory Promiscuity,0.8028,Weak inhibitor,0.8966,Non-inhibitor,0.6952,Non AMES toxic,0.5675,Non-carcinogens,0.7831,Not ready biodegradable,0.9729,2.67
201,1,0.633,1,0.9935,1,0.9974,Non-substrate,0.7572,Non-inhibitor,0.8086,Non-inhibitor,0.8471,Non-inhibitor,0.8872,Non-substrate,0.7484,Non-substrate,0.5869,Non-substrate,0.5305,Non-inhibitor,0.9046,Non-inhibitor,0.9906,Non-inhibitor,0.9836,Non-inhibitor,0.9927,Non-inhibitor,0.9618,Low CYP Inhibitory Promiscuity,0.9924,Weak inhibitor,0.8925,Non-inhibitor,0.8702,Non AMES toxic,0.9132,Non-carcinogens,0.9359,Ready biodegradable,0.6696,2.9741
202,1,0.5871,1,0.7717,0,0.9962,Substrate,0.5916,Non-inhibitor,0.9036,Non-inhibitor,0.8503,Non-inhibitor,0.7974,Non-substrate,0.8434,Non-substrate,0.8173,Non-substrate,0.5158,Non-inhibitor,0.936,Non-inhibitor,0.9381,Non-inhibitor,0.9278,Non-inhibitor,0.9142,Non-inhibitor,0.9281,Low CYP Inhibitory Promiscuity,0.9831,Weak inhibitor,0.9012,Non-inhibitor,0.8418,Non AMES toxic,0.8556,Carcinogens ,0.5298,Ready biodegradable,0.7156,2.301
203,1,0.7078,1,0.6461,1,1.0,Substrate,0.7753,Inhibitor,0.672,Inhibitor,0.8877,Non-inhibitor,0.648,Non-substrate,0.6553,Substrate,0.8918,Substrate,0.7254,Non-inhibitor,0.823,Inhibitor,0.6864,Non-inhibitor,0.8394,Non-inhibitor,0.8222,Inhibitor,0.849,High CYP Inhibitory Promiscuity,0.5839,Weak inhibitor,0.8664,Inhibitor,0.7602,Non AMES toxic,0.5683,Non-carcinogens,0.6658,Not ready biodegradable,0.7641,2.673
204,0,0.6257,1,0.9179,1,0.9924,Substrate,0.6018,Inhibitor,0.6848,Non-inhibitor,0.7391,Non-inhibitor,0.7308,Non-substrate,0.7572,Non-substrate,0.9116,Substrate,0.6699,Non-inhibitor,0.6359,Non-inhibitor,0.5189,Non-inhibitor,0.7709,Inhibitor,0.544,Non-inhibitor,0.7715,High CYP Inhibitory Promiscuity,0.6823,Strong inhibitor,0.8119,Inhibitor,0.8258,Non AMES toxic,0.6193,Non-carcinogens,0.6038,Not ready biodegradable,1.0,2.543
205,1,0.6217,1,0.9383,1,0.9973,Non-substrate,0.5822,Non-inhibitor,0.8643,Non-inhibitor,0.9045,Non-inhibitor,0.7451,Non-substrate,0.8103,Non-substrate,0.9116,Non-substrate,0.6582,Inhibitor,0.9107,Non-inhibitor,0.9071,Inhibitor,0.8932,Non-inhibitor,0.9026,Non-inhibitor,0.7586,High CYP Inhibitory Promiscuity,0.6667,Weak inhibitor,0.9337,Non-inhibitor,0.8586,Non AMES toxic,0.9133,Non-carcinogens,0.8016,Not ready biodegradable,1.0,2.7833
206,1,0.6549,1,0.9257,1,0.9216,Substrate,0.7928,Inhibitor,0.8563,Non-inhibitor,0.75,Inhibitor,0.5194,Non-substrate,0.8859,Non-substrate,0.9116,Substrate,0.7065,Inhibitor,0.8965,Non-inhibitor,0.9071,Non-inhibitor,0.9384,Non-inhibitor,0.9025,Non-inhibitor,0.831,Low CYP Inhibitory Promiscuity,0.7062,Weak inhibitor,0.7505,Non-inhibitor,0.6194,Non AMES toxic,0.9132,Non-carcinogens,0.9439,Not ready biodegradable,1.0,3.1297
207,0,0.7578,0,0.9739,0,0.5518,Substrate,0.8765,Inhibitor,0.8513,Non-inhibitor,0.8893,Non-inhibitor,0.8753,Non-substrate,0.8373,Non-substrate,0.9116,Substrate,0.6403,Non-inhibitor,0.9295,Non-inhibitor,0.9021,Non-inhibitor,0.8904,Non-inhibitor,0.9023,Non-inhibitor,0.9533,Low CYP Inhibitory Promiscuity,0.9751,Weak inhibitor,0.9929,Non-inhibitor,0.8555,Non AMES toxic,0.9133,Non-carcinogens,0.9397,Not ready biodegradable,0.9673,2.5423
208,1,0.6062,1,0.9906,1,0.9902,Substrate,0.6111,Inhibitor,0.8,Inhibitor,0.8513,Inhibitor,0.8152,Non-substrate,0.8234,Non-substrate,0.9115,Non-substrate,0.5155,Inhibitor,0.9107,Non-inhibitor,0.907,Inhibitor,0.9209,Inhibitor,0.8994,Non-inhibitor,0.8808,High CYP Inhibitory Promiscuity,0.9666,Strong inhibitor,0.6392,Inhibitor,0.6333,Non AMES toxic,0.6773,Non-carcinogens,0.9414,Not ready biodegradable,0.9959,2.2022
209,1,0.6042,1,0.9418,0,0.9469,Substrate,0.6431,Non-inhibitor,0.7783,Non-inhibitor,0.9759,Inhibitor,0.7234,Non-substrate,0.818,Non-substrate,0.774,Substrate,0.5716,Non-inhibitor,0.9005,Non-inhibitor,0.89,Non-inhibitor,0.7317,Non-inhibitor,0.9147,Non-inhibitor,0.8121,Low CYP Inhibitory Promiscuity,0.9567,Weak inhibitor,0.9135,Non-inhibitor,0.6933,Non AMES toxic,0.8238,Non-carcinogens,0.9458,Not ready biodegradable,0.8128,2.8407
210,1,0.8439,1,0.7061,1,1.0,Non-substrate,0.5408,Non-inhibitor,0.8074,Inhibitor,0.5,Non-inhibitor,0.8646,Non-substrate,0.7171,Non-substrate,0.8925,Non-substrate,0.5116,Non-inhibitor,0.7812,Inhibitor,0.7758,Non-inhibitor,0.9466,Non-inhibitor,0.653,Non-inhibitor,0.8246,Low CYP Inhibitory Promiscuity,0.8509,Weak inhibitor,0.9774,Non-inhibitor,0.8855,Non AMES toxic,0.8575,Non-carcinogens,0.8707,Not ready biodegradable,0.9715,2.6913
