id,drug_id,description
6057,500,"Take with or without food. Food (or milk) can decrease oral bioavailability by 16%. Tolmetin may be taken with food to reduce gastrointestinal upset, but it may reduce tolmetin serum levels by 50%."
4169,501,"Take with food. Food increases bioavailability. For prophylaxis of gastric symptoms, take cimetidine 30-60 minutes prior to food administration."
2252,502,Avoid alcohol. Alcohol may potential hypotension and CNS adverse effects.
2969,503,Avoid St. John's Wort. Co-administration may reduce serum concentrations of ritonavir and interfere with virologic efficacy.
6060,507,Take with food. Food improves oral bioavailability.
4670,509,Take with or without food. The absorption is unaffected by food.
6063,512,Take with or without food.
4814,513,Take with or without food. The absorption is unaffected by food.
4667,514,Take with or without food. The absorption is unaffected by food.
1408,515,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use."
5473,518,Take with a high fat meal. A high fat meal increases solubility and absorption. Take with food when treating systemic infections.
1317,519,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice)."
2936,519,Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.
3341,519,Limit salt intake. Salt may attenuate the antihypertensive effect.
4625,519,Take with or without food. The absorption is unaffected by food.
6069,523,Take at the same time every day.
6066,523,Take with food. Food increases the bioavailability of alitretinoin capsules.
3860,524,Take with food. Food reduces irritation.
9863,528,"Avoid alcohol. Alcohol may increase the vasodilatory effects of lercanidipine, which may lead to hypotension."
9853,528,"Avoid grapefruit products. Grapefruit inhibits the metabolism of lercanidipine through CYP3A4, which causes increased serum levels of lercanidipine, and may increase the risk of hypotension."
9868,528,"Exercise caution with St. John's Wort. Lercanidipine is metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer."
9858,528,"Take on an empty stomach. Taking lercanidipine after meals increases its bioavailability, therefore lercanidipine should be taken least 15 minutes before meals."
8947,530,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erlotinib."
8952,530,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of erlotinib."
3521,530,"Take on an empty stomach. Food increases erlotinib bioavailability, therefore administer at least 1 hour before or 2 hours after meals."
2993,531,Drink plenty of fluids. Drink 2 to 3 liters of fluids a day.
4001,531,Take with food. Food reduces irritation.
9878,533,"Take separate from antacids. Taking rofecoxib with antacids can reduce the AUC and Cmax of rofecoxib, therefore consider separating their administration for optimal efficacy."
9873,533,"Take with or without food. The AUC and Cmax of rofecoxib tablets are not impacted by administration with food, however, the Tmax may be delayed. The food effect on the absorption of rofecoxib suspension formulation has not been studied according to the official product labeling."
5171,535,"Avoid multivalent ions. Do not take aluminum, magnesium, or iron containing products up to 2 hours before or after this medication."
4964,535,Take with or without food. The absorption is unaffected by food.
5156,537,Avoid milk and dairy products. Dairy products and calcium fortified juices decrease the absorption of ciprofloxacin.
3161,537,Limit caffeine intake.
4961,537,Take with or without food. The absorption is not significantly affected by food.
6078,539,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and therefore, may elevate toremifene serum levels."
6081,539,Take with or without food.
2468,540,Avoid alcohol.
5736,540,Take with or without food. Food decreases gastrointestinal irritation.
8852,541,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of vincristine."
8857,541,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of vincristine."
2903,542,Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.
4391,542,Take with or without food. Food slows the rate of absorption but not the extent.
2285,543,Avoid alcohol.
3932,543,Take with food. Food reduces irritation.
3809,545,Take with food. Food decreases irritation.
6084,548,"Avoid alcohol. Alcohol may cause flushing; therefore, it may worsen rosacea."
8516,548,"Take with or without food. Food and drink, which have a high temperature or are spicy, may exacerbate flushing and rosacea, avoid if possible."
3638,549,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.
3443,550,Take at the same time every day.
6099,551,Avoid alcohol. Concomitant use of acetohydroxamic acid with alcohol may cause a rash.
6102,551,"Avoid iron supplements. Acetohydroxamic acid chelates iron, therefore oral supplementation of iron will reduce levels of both iron and acetohydroxamic acid."
6096,551,Take on an empty stomach.
5399,553,Take with food. Take this medication with food or milk.
2393,554,Avoid alcohol.
4196,554,Take with food.
4703,555,Take with or without food. The absorption is unaffected by food.
2255,557,Avoid alcohol. Co-administration with alcohol may potentiate the CNS adverse effects of hydroxyzine.
5877,557,Avoid grapefruit products. Co-administration with grapefruit inhibits hydroxyzine metabolism and can result in elevated serum concentrations.
4937,559,Take with or without food. The absorption is unaffected by food.
5913,563,Avoid alcohol.
5312,563,Avoid milk and dairy products. Milk and dairy products reduce absorption.
8827,563,Exercise caution with St. John's Wort.
3242,563,Limit caffeine intake. Caffeine may reduce the effectiveness of methotrexate.
4520,563,Take with or without food.
2114,564,Avoid alcohol. Ingesting alcohol may increase drowsiness and dizziness.
2822,564,Avoid grapefruit products.
8696,564,Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of carbamazepine and may reduce its serum concentration.
4043,564,Take with or without food.
6105,566,"Take with or without food. Capsules may be opened, and contents sprinkled on soft food for individuals with difficulty swallowing."
3617,567,Take with or without food.
9262,569,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
8862,570,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinblastine."
8867,570,"Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of vinblastine."
2594,571,Avoid alcohol. Alcohol increases propranolol plasma concentrations.
2897,571,"Avoid natural licorice. Natural licorice inhibits the metabolism of propranolol, increasing drug exposure."
4268,571,Take with food.
2141,572,Avoid alcohol.
4088,572,Take with food.
2087,573,Avoid alcohol.
3893,573,Take with food. Food reduces irritation.
4760,574,Take with or without food. The absorption is unaffected by food.
2546,575,Avoid alcohol.
4997,575,Take with or without food. The absorption is unaffected by food.
6108,576,Take separate from meals. Take Urobiotic at least 1 hour before or 2 hours after eating.
6111,577,Take with or without food.
3584,578,Take on an empty stomach.
4406,579,Take with or without food. Preferably take 1 hour before a meal. Taking with food may reduce GI disturbance.
6117,580,Avoid alcohol. Ingesting alcohol may increase the risk of gastrointestinal bleeding.
6114,580,Take with or without food.
1889,581,Drink plenty of fluids. This drug may cause fluid loss.
4508,581,Take with or without food.
6120,582,Take separate from meals. Take voriconazole at least one hour before or after eating for optimal absorption.
6123,583,"Take with food. Taking levocarnitine oral solution with meals may reduce gastrointestinal upset such as nausea, vomiting, and cramping."
1313,584,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Additive hypertensive effects may occur."
2909,584,Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.
4715,584,Take with or without food. The absorption is unaffected by food.
2453,585,Avoid alcohol.
3167,585,Limit caffeine intake.
4853,585,Take with or without food. The absorption is unaffected by food.
2624,586,"Avoid excessive or chronic alcohol consumption. Co-administration with alcohol may increase the risk of gastrointestinal side effects, such as ulceration."
