synonym,drug_id,score,language,coder,source
"(3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid",121,good,english,,ChEBI
"5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoic acid",121,good,english,,ChEBI
Biotin,121,good,english,inn/jan/usp,ChEBI
Biotina,121,good,spanish,inn,ChemIDplus
Biotine,121,good,french,inn,ChEBI
Biotinum,121,good,latin,inn,ChEBI
"cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid",121,good,english,,ChEBI (HMDB)
"cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid",121,good,english,,ChEBI
"cis-Tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid",121,good,english,,ChEBI
Coenzyme R,121,good,english,,
D-(+)-biotin,121,good,english,,ChEBI
D-Biotin,121,good,english,,
Vitamin B7,121,good,english,,ChEBI (NIST Chemistry WebBook)
Vitamin H,121,good,english,,
Bilineurine,122,good,english,,
Choline ion,122,good,english,,
N-trimethylethanolamine,122,good,english,,ChEBI (ChEBI)
"N,N,N-trimethylethanol-ammonium",122,good,english,,
trimethylethanolamine,122,good,english,,ChEBI (ChEBI)
Vitamin J,122,good,english,,
"(S)-2,6-diaminohexanoic acid",123,good,english,,ChEBI (NIST Chemistry WebBook)
(S)-lysine,123,good,english,,ChEBI (NIST Chemistry WebBook)
"(S)-α,ε-diaminocaproic acid",123,good,english,,
6-ammonio-L-norleucine,123,good,english,,
"L-2,6-Diaminocaproic acid",123,good,english,,
L-lys,123,good,english,,
L-Lysin,123,good,german,,
L-Lysine,123,good,english,,
LYS,123,good,english,,ChEBI (NIST Chemistry WebBook)
Lysina,123,good,spanish,inn,
Lysine,123,good,english,inn/usan,
Lysine acid,123,good,english,,
Lysinum,123,good,latin,inn,
(2S)-2-amino-5-(carbamimidamido)pentanoic acid,125,good,english,,ChEBI
(2S)-2-amino-5-guanidinopentanoic acid,125,good,english,,ChEBI
(S)-2-amino-5-guanidinopentanoic acid,125,good,english,,
(S)-2-Amino-5-guanidinovaleric acid,125,good,english,,
Arg,125,good,english,,
Arginina,125,good,spanish,,
Arginine,125,good,english,inn/usp,ChEBI
L-(+)-Arginine,125,good,english,,ChEBI (NIST Chemistry WebBook)
L-Arg,125,good,english,,
L-Arginin,125,good,german,,ChEBI
L-arginine,125,good,english,,
R,125,good,english,,ChEBI
acide ascorbique,126,good,french,inn,ChEBI
ácido ascórbico,126,good,spanish,inn,ChEBI
Acidum ascorbicum,126,good,latin,inn,ChEBI
acidum ascorbinicum,126,good,latin,,ChEBI
Ascorbate,126,good,english,,
Ascorbic acid,126,good,english,inn/ban/jan/usp,UNII
Ascorbinsäure,126,good,german,,ChEBI
L-(+)-ascorbic acid,126,good,english,,
L-Ascorbate,126,good,english,,
L-Ascorbic Acid,126,good,english,,
Vitamin C,126,good,english,,
Vitamina C,126,good,spanish,,
"4,9-diaza-1,12-dodecanediamine",127,good,english,,ChEBI (NIST Chemistry WebBook)
"4,9-diazadodecane-1,12-diamine",127,good,english,,ChEBI (NIST Chemistry WebBook)
Musculamine,127,good,english,,
"N,N'-Bis(3-aminopropyl)-1,4-butanediamine",127,good,english,,
Spermina,127,good,spanish,,
Spermine,127,good,english,,ChEBI
(S)-2-aminobutanedioic acid,128,good,english,,
(S)-2-aminosuccinic acid,128,good,english,,
2-Aminosuccinic acid,128,good,english,,
ácido aspártico,128,good,spanish,,
Acidum asparticum,128,good,latin,inn,
Asp,128,good,english,,ChEBI
Aspartic acid,128,good,english,inn/usan/usp,UNII
D,128,good,english,,ChEBI
L-Asp,128,good,english,,
L-Asparaginsäure,128,good,german,,
L-Aspartate,128,good,english,,
L-Aspartic acid,128,good,english,,
"(S)-2,5-Diaminopentanoate",129,good,english,,
"(S)-2,5-Diaminopentanoic acid",129,good,english,,
"(S)-2,5-diaminovaleric acid",129,good,english,,
(S)-ornithine,129,good,english,,ChEBI (ChemIDplus)
"(S)-α,δ-diaminovaleric acid",129,good,english,,
L-Ornithine,129,good,english,,ChEBI
levo-ornithine,129,good,english,,
Ornithine,129,good,english,inn,UNII
Ornithinum,129,good,latin,,
Ornitina,129,good,spanish,,
(2S)-2-amino-4-carbamoylbutanoic acid,130,good,english,,
"(2S)-2,5-diamino-5-oxopentanoic acid",130,good,english,,ChEBI
"(S)-2,5-diamino-5-oxopentanoic acid",130,good,english,,ChEBI (ChEBI)
Glutamic acid 5-amide,130,good,english,,
Glutamic acid amide,130,good,english,,
Glutamina,130,good,spanish,,
Glutamine,130,good,english,,ChEBI
L-(+)-glutamine,130,good,english,,ChEBI (ChemIDplus)
L-2-aminoglutaramic acid,130,good,english,,
L-glutamic acid γ-amide,130,good,english,,
L-Glutamin,130,good,german,,ChEBI
L-Glutamine,130,good,english,jan,UNII
L-Glutaminsäure-5-amid,130,good,german,,
Levoglutamide,130,good,english,,
Q,130,good,english,,ChEBI
5'-Adenosine monophosphate,131,good,english,,
5'-Adenylic acid,131,good,english,iupac,ChEBI (IUPAC)
5'-AMP,131,good,english,,
5'-O-Phosphonoadenosine,131,good,english,,ChEBI
Adenosine 5'-(dihydrogen phosphate),131,good,english,,ChEBI (CBN)
Adenosine 5'-monophosphate,131,good,english,,
Adenosine 5'-phosphate,131,good,english,,
Adenosine monophosphate,131,good,english,,ChEBI
Adenosine phosphate,131,good,english,inn/usan,ChEBI (WHO MedNet)
Adenosine-5'-Monophosphate,131,good,english,,ChEBI (PDBeChem)
Adenosine-5'-monophosphoric acid,131,good,english,,
Adenosine-5'P,131,good,english,,ChEBI
Adenosini phosphas,131,good,latin,inn,ChEBI
Adenylate,131,good,english,,
Adenylic acid,131,good,english,,
Ado5'P,131,good,english,,ChEBI
AMP,131,good,english,,
Fosfato de adenosina,131,good,spanish,inn,WHO MedNet
PAdo,131,good,english,,ChEBI
Phosphate d'adénosine,131,good,french,inn,ChEBI
"(9,12,15)-linolenic acid",132,good,english,,
"(9Z,12Z,15Z)-Octadecatrienoic acid",132,good,english,,
"(Z,Z,Z)-9,12,15-octadecatrienoic acid",132,good,english,,
"9-cis,12-cis,15-cis-octadecatrienoic acid",132,good,english,,
"9,12,15-Octadecatrienoic acid",132,good,english,,
ALA,132,good,english,,ChEBI (ChEBI)
"all-cis-9,12,15-Octadecatrienoic acid",132,good,english,,ChEBI
alpha-Linolenic acid,132,good,english,,
"cis-delta(9,12,15)-Octadecatrienoic acid",132,good,english,,ChEBI
"cis,cis,cis-9,12,15-Octadecatrienoic acid",132,good,english,,ChEBI
Linolenic acid,132,good,english,,ChEBI
α-linolenic acid,132,good,english,,
(S)-2-Amino-3-hydroxypropanoic acid,133,good,english,,ChEBI (NIST Chemistry WebBook)
(S)-Serine,133,good,english,,ChEBI (ChemIDplus)
alpha-Amino-beta-hydroxypropionic acid,133,good,english,,
beta-Hydroxyalanine,133,good,english,,
L-Serine,133,good,english,,ChEBI
Ser,133,good,english,,
Serina,133,good,spanish,,
Serine,133,good,english,inn/usan/usp,UNII
Serinum,133,good,latin,,
(2S)-2-amino-4-(methylsulfanyl)butanoic acid,134,good,english,,ChEBI
(S)-2-amino-4-(methylthio)butanoic acid,134,good,english,,ChEBI (ChemIDplus)
(S)-2-amino-4-(methylthio)butyric acid,134,good,english,,ChEBI (ChemIDplus)
(S)-methionine,134,good,english,,ChEBI (ChEBI)
L-(−)-methionine,134,good,english,,
L-a-Amino-g-methylthiobutyric acid,134,good,english,,
L-Methionin,134,good,german,,ChEBI
L-Methionine,134,good,english,,ChEBI
L-α-amino-γ-methylmercaptobutyric acid,134,good,english,,
M,134,good,english,,ChEBI
Met,134,good,english,,
Methionine,134,good,english,inn/usan/usp,UNII
(−)-α-amino-p-hydroxyhydrocinnamic acid,135,good,english,,
(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,135,good,english,,
(S)-(-)-Tyrosine,135,good,english,,
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,135,good,english,,
(S)-3-(p-Hydroxyphenyl)alanine,135,good,english,,
(S)-alpha-amino-4-Hydroxybenzenepropanoic acid,135,good,english,,ChEBI
(S)-Tyrosine,135,good,english,,
(S)-α-amino-4-hydroxybenzenepropanoic acid,135,good,english,,
4-hydroxy-L-phenylalanine,135,good,english,,
L-Tyrosin,135,good,german,,ChEBI
L-tyrosine,135,good,english,jan,
Tirosina,135,good,spanish,,
Tyr,135,good,english,,
Tyrosine,135,good,english,inn/usan/usp,ChEBI
Tyrosinum,135,good,latin,,
Y,135,good,english,,ChEBI
"(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol",136,good,english,,
"(1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol",136,good,english,,
"(5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol",136,good,english,,
1-alpha-25-Dihydroxyvitamin D3,136,good,english,,
"1,25-DHCC",136,good,english,,
"1,25-dihydroxycholecalciferol",136,good,english,,
"1α,25-dihydroxycholecalciferol",136,good,english,,
"1α,25-dihydroxyvitamin D3",136,good,english,,
"1α,25(OH)2D3",136,good,english,,
Calcitriol,136,good,english/spanish/french,inn/jan/usan/usp,ChEBI
Calcitriolum,136,good,latin,inn,ChEBI
Xanthophyll,137,good,english,,
Xantofyl,137,good,english,inn,UNII
"(R,R)-3,3'-dithiobis(2-aminopropanoic acid)",138,good,english,,
Cistina,138,good,spanish,,
Cystine,138,good,english,inn/usan,UNII
L-alpha-Diamino-beta-dithiolactic acid,138,good,english,,
L-Cystine,138,good,english,,
L-Dicysteine,138,good,english,,
"β,β'-dithiodialanine",138,good,english,,
"1,2-ethanedicarboxylic acid",139,good,english,,ChEBI (ChemIDplus)
Acide butanedioïque,139,good,french,,ChEBI
Acide succinique,139,good,french,,ChEBI
Acidum succinicum,139,good,latin,,ChEBI
Amber acid,139,good,english,,ChEBI (NIST Chemistry WebBook)
Asuccin,139,good,english,,ChEBI (NIST Chemistry WebBook)
Bernsteinsäure,139,good,german,,ChEBI
Butandisäure,139,good,german,,ChEBI (ChEBI)
Butanedioic acid,139,good,english,iupac,ChEBI (IUPAC)
Butanedionic acid,139,good,english,,
Dihydrofumaric acid,139,good,english,,ChEBI
Ethylenesuccinic acid,139,good,english,,ChEBI
Spirit of amber,139,good,english,,ChEBI (ChEBI)
Succinic acid,139,good,english,inn/usp,ChEBI
"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol",140,good,english,,ChEBI
"6,7-Dimethyl-9-D-ribitylisoalloxazine",140,good,english,,ChEBI
"7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine",140,good,english,,ChEBI
"7,8-Dimethyl-10-ribitylisoalloxazine",140,good,english,,ChEBI
Lactoflavin,140,good,english,,
Lactoflavine,140,good,english,,
Riboflavin,140,good,english,inn/jan/usp,UNII
Riboflavina,140,good,spanish,inn,ChEBI (ChemIDplus)
Riboflavine,140,good,french,inn,ChEBI (ChemIDplus)
Riboflavinum,140,good,latin,inn,ChEBI (ChemIDplus)
Vitamin B2,140,good,english,,ChEBI (ChEBI)
Vitamin Bi,140,good,english,,
Vitamin G,140,good,english,,ChEBI (DrugBank)
2-Acetamido-2-deoxy-D-glucose,141,good,english,,ChEBI (IUPAC)
aldehydo-N-acetyl-D-glucosamine,141,good,english,,
D-GlcNAc,141,good,english,,
N-Acetyl-D-glucosamine,141,good,english,,ChEBI
N-Acetylchitosamine,141,good,english,,
(2S)-2-Aminopentanedioic acid,142,good,english,,ChEBI (IUPAC)
(S)-2-Aminopentanedioic acid,142,good,english,,ChEBI (ChEBI)
(S)-Glutamic acid,142,good,english,,ChEBI (NIST Chemistry WebBook)
ácido glutámico,142,good,spanish,inn,ChEBI
Glu,142,good,english,,
Glutamic acid,142,good,english,inn/usan,UNII
L-Glutamate,142,good,english,,
L-Glutamic acid,142,good,english,,
L-Glutaminic acid,142,good,english,,
5-L-Glutamyl-L-cysteinylglycine,143,good,english,,
gamma-L-Glutamyl-L-cysteinyl-glycine,143,good,english,,
Glutathion,143,good,english,,
Glutathione,143,good,english,ban/jan,ChEBI
Glutathione-SH,143,good,english,,
GSH,143,good,english,,
N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine,143,good,english,,
Reduced glutathione,143,good,english,,ChEBI
Phosphatidyl serine,144,good,english,,
Phosphatidylserine,144,good,english,,
PS,144,good,english,,
Aminoacetic acid,145,good,english,iupac,ChEBI (IUPAC)
Aminoessigsäure,145,good,german,,ChEBI
Aminoethanoic acid,145,good,english,,ChEBI (JCBN)
Glicina,145,good,spanish,,
Gly,145,good,english,,
Glycin,145,good,german,,ChEBI
Glycine,145,good,english,inn/usp,UNII
Glycocoll,145,good,english,,ChEBI
Glykokoll,145,good,german,,ChEBI
Glyzin,145,good,german,,ChEBI
Leimzucker,145,good,german,,ChEBI
"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol",146,good,english,,ChEBI
"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",146,good,english,,
"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",146,good,english,,ChEBI
25-hydroxycholecalciferol,146,good,english,,
25-Hydroxyvitamin D3,146,good,english,,
Calcidiol,146,good,english,,ChEBI
Calcifédiol,146,good,french,inn,ChEBI
Calcifediol,146,good,english/spanish,inn,ChEBI (ChEBI)
Calcifediol anhydrous,146,good,english,,
Calcifediolum,146,good,latin,inn,ChEBI (ChEBI)
2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine,147,good,english,,
3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde,147,good,english,,
3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde,147,good,english,,ChEBI
3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde,147,good,english,,
Piridoxal,147,good,english,,
Pyridoxaldehyde,147,good,english,,ChEBI (ChemIDplus)
((amino(Imino)methyl)(methyl)amino)acetic acid,148,good,english,,ChEBI
(alpha-Methylguanido)acetic acid,148,good,english,,ChEBI (NIST Chemistry WebBook)
(N-methylcarbamimidamido)acetic acid,148,good,english,,
(α-methylguanido)acetic acid,148,good,english,,
alpha-Methylguanidino acetic acid,148,good,english,,
Creatin,148,good,english,,
Creatine,148,good,english,,
Kreatin,148,good,english,,
Methylglycocyamine,148,good,english,,
N-(aminoiminomethyl)-N-methylglycine,148,good,english,,
N-amidinosarcosine,148,good,english,,ChEBI (ChemIDplus)
N-carbamimidoyl-N-methylglycine,148,good,english,,ChEBI
N-methyl-N-guanylglycine,148,good,english,,ChEBI (ChemIDplus)
(2S)-2-Amino-4-methylpentanoic acid,149,good,english,,ChEBI (IUPAC)
(2S)-alpha-2-Amino-4-methylvaleric acid,149,good,english,,
(2S)-alpha-Leucine,149,good,english,,
(S)-(+)-Leucine,149,good,english,,ChEBI (NIST Chemistry WebBook)
(S)-Leucine,149,good,english,,ChEBI (NIST Chemistry WebBook)
2-Amino-4-methylvaleric acid,149,good,english,,
L,149,good,english,,ChEBI
L-Leucin,149,good,german,,ChEBI
L-Leucine,149,good,english,,
L-Leuzin,149,good,german,,ChEBI
Leu,149,good,english,,
Leucine,149,good,english,inn/usan/usp,UNII
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,150,good,english,,ChEBI
(S)-alpha-Amino-beta-(3-indolyl)-propionic acid,150,good,english,,
(S)-Tryptophan,150,good,english,,ChEBI (NIST Chemistry WebBook)
(S)-α-amino-1H-indole-3-propanoic acid,150,good,english,,
L-(-)-Tryptophan,150,good,english,,
L-(−)-tryptophan,150,good,english,,
L-Tryptophan,150,good,english,,
L-β-3-indolylalanine,150,good,english,,
Triptofano,150,good,spanish,,
Trp,150,good,english,,
Tryptophan,150,good,english,inn/usan/usp,ChEBI (PDBeChem)
Tryptophane,150,good,french,,
Tryptophanum,150,good,latin,,
W,150,good,english,,ChEBI
(2R)-2-amino-3-mercaptopropanoic acid,151,good,english,,
(2R)-2-amino-3-sulfanylpropanoic acid,151,good,english,,
(R)-2-Amino-3-mercaptopropanoic acid,151,good,english,,ChEBI (NIST Chemistry WebBook)
Cisteina,151,good,spanish,inn,
Cisteinum,151,good,latin,,
Cys,151,good,english,,
Cysteine,151,good,english,inn,UNII
Cysteinum,151,good,latin,inn,
Free Cysteine,151,good,english,,
L-2-Amino-3-mercaptopropionic acid,151,good,english,,
L-Cys,151,good,english,,
L-Cystein,151,good,german,,
L-cysteine,151,good,english,,
L-Zystein,151,good,german,,
Aneurin,152,good,english,,
Antiberiberi factor,152,good,english,,
Thiamin,152,good,german,,
Thiamine,152,good,english/french,inn/ban,
thiamine(1+),152,good,english,,
thiamine(1+) ion,152,good,english,,
thiaminium,152,good,latin,,
Thiaminum,152,good,latin,inn,
Tiamina,152,good,spanish,inn,
Vitamin B1,152,good,english,,
"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",153,good,english,,ChEBI
"(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol",153,good,english,,ChEBI
"(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",153,good,english,,ChEBI
Activated ergosterol,153,good,english,,ChEBI
Ercalciol,153,good,english,,ChEBI
Ergocalciferol,153,good,english/spanish,inn/usp,UNII
Ergocalciférol,153,good,french,inn,ChEBI
Ergocalciferolum,153,good,latin,inn,ChEBI
Oleovitamin D2,153,good,english,,ChEBI
Viosterol,153,good,english,,ChEBI
Vitamin D2,153,good,english,,
Vitamina D2,153,good,spanish,,ChEBI
"(8Z,11Z,14Z)-Icosatrienoic acid",154,good,english,,
"(Z,Z,Z)-8,11,14-Eicosatrienoic acid",154,good,english,,
"(Z,Z,Z)-8,11,14-Icosatrienoate",154,good,english,,ChEBI
"(Z,Z,Z)-8,11,14-Icosatrienoic acid",154,good,english,,
"20:3, n-6,9,12 all-cis",154,good,english,,
"8,11,14-Eicosatrienoic Acid",154,good,english,,
"8c,11c,14c-eicosatrienoic acid",154,good,english,,
"8c,11c,14c-Eicosatriensäure",154,good,german,,ChEBI
"all-cis-8,11,14-eicosatrienoic acid",154,good,english,,
"all-cis-8,11,14-icosatrienoic acid",154,good,english,,
"all-cis-eicosa-8,11,14-trienoic acid",154,good,english,,
"all-cis-Eicosa-8,11,14-triensäure",154,good,german,,ChEBI
"all-cis-icosa-8,11,14-trienoic acid",154,good,english,,
"C20:3, n-6,9,12 all-cis",154,good,english,,
"cis,cis,cis-8,11,14-eicosatrienoic acid",154,good,english,,
DGLA,154,good,english,,
dihomo-γ-linolenic acid,154,good,english,,
"eicosa-8Z,11Z,14Z-trienoic acid",154,good,english,,
gamma-Homolinolenic acid,154,good,english,,
Homo-gamma-linolenic acid,154,good,english,,
Homo-gamma-linolensäure,154,good,german,,ChEBI
Homo-γ-linolensäure,154,good,german,,
(S)-2-Amino-5-ureidopentanoic acid,155,good,english,,
2-Amino-5-ureidovaleric acid,155,good,english,,
alpha-amino-delta-Ureidovaleric acid,155,good,english,,ChEBI
Cit,155,good,english,,ChEBI
Citrulina,155,good,spanish,,
